Cluster,Instruction,ACTION,QUANTITY,UNIT,INGREDIENT,TOOL,TEMPERATURE,STATE,GARNISH
1,"Garnish with slices of lemon and orange, and serve",serve,,slices,lemon | orange,,,,
1,"With a spoon, scrape the vanilla into to a medium pot filled with 4 cups water",,4,cups,vanilla | water,spoon | pot,,,
3,Strain and bottle the liquid,strain,,,,bottle,,,
3,Top up with a squirt of Soda Water,top,,,soda water,,,,
2,"In a highball glass filled with ice, combine 5 oz vodka and 5 oz club soda",combine,5,oz,club soda | vodka | ice,highball glass,,,
1,Add lime slices and strawberries,add,,slices,lime,,,,
1,Shake and strain into martini glass,shake | strain,,,,martini glass,,,
0,"Add the lemonade, orange juice, orange soda, and a dash of lemon juice",add,,dash,orange juice | lemon juice | lemonade | orange,,,,
2,Combine all the ingredients with ice in shaker,combine,,,ice,shaker,,,
1,Stir well to mix all the ingredients together,stir | mix,,,,,,,
2,"Pour into prepared margarita glasses, and serve",pour | serve,,,,glasses,,,
5,Secure bacon in place with toothpicks,place,,,,,,,
4,Garnish with a piece of beef jerky,,,piece,,,,,
3,Add Kool Aid and ice to blender with Everclear,add,,,ice,blender,,,
1,"Pull out the glass and drink, letting the other glass fall into the pitcher",,,,,glass | pitcher,,,
3,Top with Sparkling Wine,top,,,sparkling wine,,,,
3,Add ingredients to a tall glass and stir to begin dissolving the sugar,add | stir,,,sugar,glass,,,
0,Fill the glass to the top with crushed ice,top | fill,,,ice,glass,,crushed,
4,"Muddle the cranberries, mint, pumpkin spice and agave",muddle,,,agave,,,,
1,Pour the curdled mix through the strainer,pour | mix,,,,strainer,,,
1,Add 0.75 oz Cognac to a wine glass filled with crushed ice,add,0.75,oz,cognac | wine | ice,wine glass,,crushed,
2,Shake until chilled and strain into a cocktail glass or coupe,shake | strain,,,,cocktail glass,chilled,,
5,by Dale DeGroff,,,,,,,,
5,Serve immediately and enjoy your Cannabia Cocktail!,serve,,,,,,,
2,"Shake all of the ingredients with ice, then strain into a glass filled with fresh ice",shake | strain,,,ice,glass,,,
0,Garnish with a sprig of mint for a fresh and fragrant touch,,,,,,,,sprig of mint
0,Add the bourbon into a mixing glass and fill the rest of the mixing glass with ice,add | fill | rest,,,bourbon | ice,glass,,,
3,Garnish with a skewered piparra,,,,,,,,
1,Muddle the Ginger in a cocktail shaker,muddle,,,ginger,shaker,,,
2,Pour a shot of almond liqueur into a glass,pour,,shot,almond liqueur,glass,hot,,
2,"Serve immediately and enjoy the fruity, refreshing flavors of the Blue Grapes",serve,,,,,,,
3,"Add Amaretto, Bacardi, and vodka",add,,,vodka | amaretto,,,,
3,Enjoy this bold and intense drink!,,,,,,,,
2,"Don't overheat, you might burn off alcohol",,,,,,,,
1,Sprinkle with additional celery salt before serving,,,serving,salt,,,,celery
1,Place a sugar cube in a champagne flute and saturate it with a few dashes of orange bitters,place,,dashes | cube,orange bitters | champagne | sugar,champagne flute,,,
5,Drop the shot glass into the beer,drop,,drop | shot,beer,shot glass,hot,,
2,Garnish with Apple Slices,,,slices,apple,,,,
5,Stir well and leave to cool,stir | cool,,,,,,,
5,Gently top with 1/4 oz of blue curacao liqueur,top,1/4,oz,curacao liqueur,,,,
1,Strain and add 2-3 teaspoons of palm sugar and remaining ingredients,add | strain,2 | 3,teaspoons,sugar,,,,
3,Strain the mixture into an ice-filled goblet,strain,,,ice,goblet,,,
5,Pour the gin into an ice-filled highball glass,pour,,,gin | ice,highball glass,,,
0,Before taking the shot of lime juice also,,,shot,lime juice,,hot,,
3,Layer on top of the Blue Curacao in the martini glass,top | layer,,,blue curacao,martini glass,,,
1,"Garnish with a celery stalk, and wedges of lemon and lime",,,,lemon | lime,,,,celery
5,"Fill a cocktail shaker with ice and pour in 1.5 oz gin, 2 tsp grenadine syrup, 1/2 oz lemon juice, and 1 egg white",pour | fill,1.5 | 2 | 1/2 | 1,oz | tsp,grenadine syrup | lemon juice | egg white | gin | ice,shaker,,,
4,Shake the first 5 ingredients with ice,shake,5,,ice,,,,
1,Shake until very cold,shake,,,,,cold,,
0,"Once set, top with whipped cream and cinnamon",top,,,cinnamon,,,whipped,whipped cream
1,"Combine the rum, orange liqueur, and sour mix in a cocktail shaker filled with ice",mix | combine,,,orange liqueur | rum | ice,shaker,,,
2,"In a cocktail shaker filled with ice, combine 3/4 oz of vodka, 3/4 oz of gin, 3/4 oz of white rum, 3/4 oz of tequila, 3/4 oz of melon liqueur, and 1 oz of sugar syrup",combine,3/4 | 1,oz,melon liqueur | sugar syrup | white rum | vodka | gin | tequila | ice,shaker,,,
5,Muddle the watermelon chunks and simple syrup in a shaker,muddle,,chunks,simple syrup | watermelon,shaker,,,
0,"In a glass filled with ice, add the coconut rum, peach liqueur, and grenadine syrup",add,,,grenadine syrup | coconut rum | peach | ice,glass,,,
4,Pour into the glass and top with crushed ice,pour | top,,,ice,glass,,crushed,
1,Stir: Give it a good stir to mix the ingredients well,stir | mix,,,,,,,
5,Remember never to touch the dry ice with your bare hands! Put on goggles and gloves,,,,ice,,,,
1,Add Honey Whiskey and Apple & Cinnamon Whiskey to mug and stir gently to combine,add | stir | combine,,,whiskey | apple | honey | cinnamon,mug,,,
3,Serve immediately and enjoy the bold flavors of the Deansgate Cocktail,serve,,,,,,,
1,Pour the flaming whisky from one mug into the other.Immediately pour the water and whisky back into the empty mug,pour,,,whisky | water,mug,,,
1,Combine all of the other ingredients in a shaker with ice and shake vigorously,shake | combine,,,ice,shaker,,,
4,"Gently muddle the basil, mint and simple syrup in a shaker tin",muddle,,,simple syrup,shaker,,,basil
2,Serve immediately while the flames are still burning,serve,,,,,,,
0,"Add the gin, lemon juice, lime juice and syrup to cocktail shaker",add,,,lemon juice | lime juice | gin | syrup,shaker,,,
1,"Combine 1 oz raspberry liqueur, 1 oz vodka, 1 oz cream, and 1 scoop of ice cream in a blender",combine,1,oz | scoop,ice cream | vodka | cream,blender,,,raspberry
5,"In a glass filled with ice, combine 2 oz orange rum, 1 oz triple sec, 0.5 oz lime juice, and a splash of cranberry juice",combine | splash,2 | 1 | 0.5,oz | splash,cranberry juice | lime juice | rum | orange | triple | sec | ice,glass,,,
1,Add Maker's Mark Bourbon and stir.Classic Old Fashioned: Dissolve or muddle sugar with a splash of water in an Old Fashioned glass,add | stir | muddle | dissolve | splash,,splash,bourbon | sugar | water,old fashioned glass,,,
1,Shake all the ingredients with Ice  Fine strain into a chilled Martini Glass,shake | strain | fine strain,,,ice,martini glass,chilled,,
0,"Pour 1 oz brandy, 1 oz bourbon whiskey, 1 oz gin, 1 oz rum, 0.5 oz lime juice, and 1 dash bitters into a tall glass over ice",pour,1 | 0.5,oz | dash,bourbon whiskey | lime juice | gin | rum | brandy | ice,glass,,,
5,"In a highball glass filled with ice cubes, pour 1 oz of gin and 5 oz of grapefruit juice",pour,1 | 5,oz | cubes,grapefruit juice | gin | ice,highball glass,,,
5,Take an orange twist and gently squeeze it over the glass to release the oils,squeeze,,,,glass,,,orange twist
1,Carefully float the overproof rum on top of the drink,top | float,,,overproof rum,,,,
3,Add vodka to one shot glass,add,,shot,vodka,shot glass,hot,,
1,"Place .5 oz vodka, .5 oz gin, .5 oz melon liqueur, .5 oz blue curacao, and .5 oz orange liqueur into a shaker",place,.5,oz,orange liqueur | melon liqueur | blue curacao | vodka | gin,shaker,,,
2,Garnish with a slice of lime and a pineapple wedge,,,slice,lime,,,,pineapple wedge
5,Bite into lemon,,,,lemon,,,,
2,Pour the mix halfway into the rimmed glass and add a splash of blue curaçao,add | pour | mix | splash,,splash,,glass,,,
2,Pour into a Rocks Glass,pour,,,,rocks glass,,,
5,Pour 0.5 oz cinnamon schnapps and 0.5 oz pineapple rum into a shot glass,pour,0.5,oz | shot,cinnamon schnapps | rum | pineapple,shot glass,hot,,
0,Top with ginger beer or ginger ale,top,,,ginger beer | ginger ale,,,,
1,"In a punch bowl or other large container filled with large ice cubes, combine the gin, sparkling water, lemon juice, grenadine, and bitters",combine,,cubes,sparkling water | lemon juice | gin | ice | grenadine,punch bowl | container,,,
3,Lightly rinse peel with cool water,cool | rinse,,,water,,,,peel
5,"Add 1.5 oz gin, 0.5 oz cherry brandy, and 2 oz orange juice to the shaker",add,1.5 | 0.5 | 2,oz,orange juice | gin | brandy,shaker,,,cherry
3,"If mamey is unavailable, mango can be substituted",,,,mango,,,,
2,"Shake 1 oz dry vermouth, 2 oz whiskey, and 1 oz apple juice together in a cocktail shaker filled with ice",shake,1 | 2,oz,dry vermouth | apple juice | whiskey | ice,shaker,,,
2,Serve immediately and enjoy the crisp and refreshing flavors,serve,,,,,,,
3,Serve immediately and enjoy your night in Hell!,serve,,,,,,,
4,Shake the mixture well to ensure it’s thoroughly chilled and the flavors are blended,shake,,,,,chilled,,
3,"Serve immediately, with or without ice, and enjoy the tropical flavors and stunning presentation of the Hawaiian Shoreline Cocktail",serve,,,ice,,,,
0,Gently swirl the glass to blend the aromatics,blend | swirl,,,,glass,,,
2,"Serve immediately and enjoy this creamy, spiced cocktail",serve,,,,,,iced,
1,Garnish with a twist of lemon,,,,lemon,,,,
3,Strain into the ice-filled glass,strain,,,ice,glass,,,
5,Shake gently or stir to combine,shake | stir | combine,,,,,,,
0,Build a glass using ice and lemon slices,build,,slices,lemon | ice,glass,,,
5,"In a highball glass, pour 2 oz of brandy over ice",pour,2,oz,brandy | ice,highball glass,,,
4,Sprinkle the chamomile sugar onto the glass through a sieve or sugar duster,,,,chamomile | sugar,glass,,,
2,"Serve immediately and enjoy the rich, smooth taste of the Hell’s Kitchen Cocktail",serve | taste,,,,,,,
2,Strain into a chilled flute and top with the sparkling white wine,strain | top,,,white wine,,chilled,,
0,Begin by chilling coupe glass with ice and soda,,,,ice,coupe glass,,,
1,"Cook for approximately 1 minute, before adding the maple syrup, and then cook for a further minute",,1,minute,maple syrup,,,,
5,Garnish with slices of pineapple and lemon,,,slices,lemon | pineapple,,,,
1,"Alternatively, blend the ingredients with ice for a frosty treat",blend,,,ice,,,,
1,Roll into plastic wrap and store in fridge,roll,,,,,,,
1,"Shake with ice and strain into an ice-filled glass – or just build in the order given, right in the glass",shake | strain | build,,,ice,glass,,,
5,Place marshmallows on lollipop sticks,place,,,,,,,
1,Pour from a higher distance into a chalice glass,pour,,,,glass,,,
0,"Wet the rim of an old-fashioned glass with lime juice, then dip in salt",rim | dip,,,lime juice | salt,glass,,,
5,Fill serving glass with ice,fill,,serving,ice,glass,,,
3,"Pour the Malibu coconut rum, Absolut vodka, cranberry and pineapple juice into a cocktail shaker half-filled with ice cubes",pour,,cubes,pineapple juice | coconut rum | vodka | malibu | cranberry | ice,shaker,,,
1,Garnish with fresh herbs and a lemon peel,,,,,,,,lemon peel | fresh herbs
1,Fine strain into a Latte Glass,strain | fine strain,,,,glass,,,
1,Add ice cubes and garnish with cherries,add,,cubes,ice,,,,cherries
1,"Pour all ingredients into a glass, adding thesoda waterlast",pour,,,,glass,,,
1,"Combine gin, orange-flavored liqueur, elderflower liqueur, and lemon juice with some crushed ice in a cocktail shaker",combine,,,elderflower liqueur | lemon juice | gin | orange | ice,shaker,,crushed,
1,Drink straight or use in your favorite sweet vermouth cocktails,,,,sweet vermouth,,,,
1,Garnish with a slice of lemon or a cinnamon stick for an extra touch of elegance,,,slice,lemon,,,,cinnamon stick
5,"If fresh isn't possible, garnish with citrus wheels or fresh fruit",,,wheels,,,,,
0,Pour Cognac and amaretto into an Irish coffee glass,pour,,,cognac | amaretto | coffee,glass,,,
1,Stir grain alcohol and vanilla vodka into the cooled mixture.Pour into clean bottles or jars; store in the refrigerator.Enjoy!,pour | stir,,,vanilla vodka,,cooled,,
5,Bottle the mixture and refrigerate for 7 days before serving,refrigerate,7,serving,,bottle,,,
1,Top the drink with 1 oz vanilla ice cream for a creamy finish,top,1,oz,ice cream | vanilla,,,,
0,Top with 1.5 oz  of hot water,top,1.5,oz,water,,hot,,
1,Pour 2 oz of gin and 3/4 oz of sugar syrup into the glass,pour,2 | 3/4,oz,sugar syrup | gin,glass,,,
1,Garnish with a grapefruit peel,,,,,,,,grapefruit peel
1,Fill the rimmed glass with ice and pour over orange juice,pour | fill,,,orange juice | ice,glass,,,
1,Rub the rim of each glass with lime slice and dip into salt,rim | rub | dip,,slice,lime | salt,glass,,,
0,"In a small tempered glass, add the sugar and lemon twist",add,,,sugar,glass,,,lemon twist
1,"Combine the pina colada mix, chocolate sauce, Irish cream, and ice in a blender",mix | combine,,,irish cream | chocolate | ice,blender,,,
5,By the pitcher:Mix 6 cups lemonade with 2 cups rum,mix,6 | 2,cups,rum | lemonade,pitcher,,,
0,Garnish with apple wheels fanned out on the inside of the glass,,,wheels,apple,glass,,,
5,"In a small saucepan, bring 1 cup water to a boil and stir in 1 cup white or raw granulated sugar until completely dissolved",stir | boil,1,cup,sugar | water,cup | saucepan,,dissolved,
1,"Pour over tequila, triple sec and Tipsy Bartender Margarita Mix and shake well to combine",pour | shake | mix | combine,,,tequila | triple | sec,,,,
3,Strain into a chilled martini glass and serve immediately,strain | serve,,,,martini glass,chilled,,
3,Fill a shot glass with whiskey and set aside,fill | set aside,,shot,whiskey,shot glass,hot,,
1,"To a 52-ounce pitcher, add the Cointreau and lime juice and stir to combine",add | stir | combine,52,ounce,lime juice | cointreau,pitcher,,,
1,"Strain into a coupe, then garnish",strain,,,,,,,
1,Cover and shake well to mix the ingredients,shake | mix,,,,,,,
0,lap the Sage Leaves and place in a Mixing Glass,place,,,,glass,,,sage
5,"Enjoy your Crimean Cocktail immediately, savoring the crisp, citrusy, and refreshing flavors",,,,,,,,
0,Shake by placing a mixing tin over the glass and giving it one or two good shakes,shake,,,,glass,,,
1,Blend until a slushy consistency,blend,,,,,,,
1,"In a Collins glass filled with 1 or 2 ice cubes, pour 1 oz of peach liqueur and 1 oz of almond liqueur",pour,1 | 2,oz | cubes,almond liqueur | peach | ice,collins glass,,,
5,"Enjoy your Claremont Cocktail immediately, savoring the bold, citrusy, and refreshing flavors",,,,,,,,
0,Serve immediately and enjoy the refreshing taste of your Chambord Frost!,serve | taste,,,,,,,
3,Add 0.75 oz Melon liqueur,add,0.75,oz,melon liqueur,,,,
2,"Vigorously shake all of ingredients with ice, then strain into a glass rimmed with sal de gusano, and garnish with a sprig of cilantro",shake | strain | vigorously shake,,,cilantro | ice,glass,,,
2,Add 1.5 oz almond liqueur and 1.5 oz orange juice to a hurricane glass filled with ice cubes,add,1.5,oz | cubes,almond liqueur | orange juice | ice,hurricane glass,,,
1,Add the remaining ingredients plus ice and shake to chill,add | shake,,,ice,,,,
0,Muddle lightly to release the fruit juices,muddle,,,,,,,
2,"In a cocktail shaker, combine 1 oz tequila, a dash of blue curacao liqueur , 0.5 oz lemon juice, and a dash of lime juice",combine,1 | 0.5,oz | dash,curacao liqueur | lemon juice | lime juice | tequila,shaker,,,
